question,answer
Whenever I have to speak in public or be in big crowds I freak out I get lightheaded sweaty and I have trouble breathing,p stylemargin 6pt 0in lineheight 168pt backgroundimage initial backgroundattachment initial backgroundsize initial backgroundorigin initial backgroundclip initial backgroundposition initial backgroundrepeat initialspan stylefontsize105pt  fontfamilyquotHelveticaquotsansserifcolor7F7F7Fmsothemecolorbackground1  msothemeshade128msostyletextfillfillcolor7F7F7Fmsostyletextfillfillthemecolor  background1msostyletextfillfillalpha1000msostyletextfillfillcolortransforms  lumm50000Basically your response is the fight flight or freeze reaction  which is hard wired into the human nervous system specifically thespan classappleconvertedspacenbspspanautonomic nervous system called the autonomic responsenbsp This system  is responsible for regulating the heart digestion respiratory rate  as well as other aspects which match the symptoms you describenbsp It is largely an unconscious function but  with training it can be managed such as a public speaking course in which you  prepare and even have some exposure to smaller experiences to help you prepare  and cope for larger presentationsnbsp opopspan p stylemargin 6pt 0in lineheight 168pt backgroundimage initial backgroundattachment initial backgroundsize initial backgroundorigin initial backgroundclip initial backgroundposition initial backgroundrepeat initialspan stylefontsize105pt  fontfamilyquotHelveticaquotsansserifcolor7F7F7Fmsothemecolorbackground1  msothemeshade128msostyletextfillfillcolor7F7F7Fmsostyletextfillfillthemecolor  background1msostyletextfillfillalpha1000msostyletextfillfillcolortransforms  lumm50000msobidifontweightboldOne of the greatest applications of  addressing this response is the NASA program which exposes the astronauts to situations  they will encounter while in space which will trigger the response so that when  it does happen not if but when that they are able to move through the  challenge with successnbsp You can learn  more about his by going to a hrefhttpswwwtedcomtalkschrishadfieldwhatilearnedfromgoingblindinspacelanguageenspan stylecolor00007Fmsostyletextfillfillcolor00007Fmsostyletextfillfillalpha  1000TED Talks What I learned about going blind in spacespana It is  a truly inspiring look at what you are experiencing as well as how to deal with  it opopspan           p stylemargin 6pt 0in lineheight 168pt backgroundimage initial backgroundattachment initial backgroundsize initial backgroundorigin initial backgroundclip initial backgroundposition initial backgroundrepeat initialspan stylefontsize105pt  fontfamilyquotHelveticaquotsansserifcolor7F7F7Fmsothemecolorbackground1  msothemeshade128msostyletextfillfillcolor7F7F7Fmsostyletextfillfillthemecolor  background1msostyletextfillfillalpha1000msostyletextfillfillcolortransforms  lumm50000msobidifontweightboldWith that being said finding a program  like a Dale Carnegie Public Speaking program can helpnbsp Working with a counselor who can help you  utilize visualization of an upcoming speech has been shown to help and you can  always talk to your doctor to see what options might be available there as  well Good luckopopspan 
Weve been together almost three years We argue and he ends it by telling me he doesnt love me Its hurtful because I am all about resolving the problem and he dwells on the issue even if I drop what hes done and just swallow my pride and say I am sorry How can this be resolved We have kids and I dont want a broken family because we cant communicate, You cant fix this by yourself but I applaud you for trying One person working hard in a relationship can make things better for a while but in the long haul you need two people giving some effort Im reading between your lines here and I wonder if your need to keep the family together is getting you to apologize when youve done nothing wrong and ignore things youve felt hurt by I sense that youre doing all the workthat its not balancednbsp  I have worked with many couples and Ive learned never to underestimate what kind of change is possible anything is possible But in order for change in a couple to occur you need two people who are both willing to own their choices and behaviours and who have empathy Your boyfriend doesnt appear to have these components he pushes you away and blames you when hes done something hurtful  Can you be honest with yourself about whats happening I encourage you to sit down with a trusted friend or therapist and look at what you have here and what your options are I wish you wellnbsp 
I started dating my fianc two years ago My first cousin is married to my fiancs sister There has always been a communication issue between my uncle and aunt and my cousin and his wife My uncle goes to my mom instead of talking to my cousin and it upsets my mom, When youre upset about something the first question you can ask yourself is Whose problem is this It is amazing how many problems will disappear right at that point because you realize the problem isnt even yours You cant fix everything in your family You are starting a new family of your own and its time to create a protective bubble around your family unit that keeps other peoples issues away I tell myself Not my pig not my farm not my problem When you stop trying to take care of other peoples problems they are more likely to step up and deal with it themselves  
I believe it is wrong for men to look at inappropriate content The father of my child has agreed to respect my beliefs His coworker sent him an inappropriate video He got mad because he does not think he should tell his friend to not send him things like that, It sounds like you are wanting to protect your child from degrading images and that is one of the important parts of the job of a parent Although it is challenging to supply an answer without knowing the full situation it might be helpful to have a more broad discussion about what you both think about the influences and images that your child is exposed to and what you think your role is in protecting your child This situation is one about beliefs and values and could well be an example you can use for exploring your parenting roles in protecting your child 
I am married but I had sex with my friend I feel guilty but I feel not guilty too Do I need to feel guilty Its my body and I have full rights to do what I like, Yes of course its your body and you can do what you feel like doing  Do you feel a commitment to your partner  Your guilt probably is pointing out the feeling of having done with your body what your spirit tells you is a violation of the commitment you feel toward your partner  The good news is that this is a moment for you to examine how strong your commitment is to your partner  Find balance between satisfying your freedom to do as you please with your sense of being a partner which means prioritizing the partner once in a while  br 
Ive been with him for a couple months We will talk everyday and he will get mad over something I will say and not talk to me We have our great moments but I just need to focus on my personal situations and I feel he is slowing me down with that I still wanna be with him but not now, Why dont you just tell him everything that you just wrote here  Youre clear in your mind as to what you would like  Unless you have a whole either side to the way you feel everything you wrote here explains your position very well  Good luck in having your conversation 
I am married but I had sex with my friend I feel guilty but I feel not guilty too Do I need to feel guilty Its my body and I have full rights to do what I like, My questions to you would benbsp Why did you get marriednbsp Would it bother you if your spouse did the same to youbr 
I am a female and I am afraid of having sex I am afraid of disappointing my partner by being inexperienced I think he thinks Im not a virgin I am also scared that he will be disappointed with my naked body I dont want my partner to think differently of me because I am afraid of having sex, The greatest sex experience will be with someone who you feel connected to outside the bednbsp This is something that you should feel comfortable in talking with your partner aboutnbsp The relationship needs to be strong before moving to the bed anyways If the love is there he will understand your fears and make you feel comfortable making it a great experiencenbsp br 
I saw my mother cheating on my dad before I said something to her and she said it was in the past Yesterday I saw her texting dirty things to the same guy Should I talk to her again I dont want my parents to go their separate ways I just want her to stop its not fair, You as the child in the middle of your parents problems is the worse position to be innbsp I can only imagine your hurt pain and confusion on what to donbsp Honestly this is a hard question to answer without knowing your age your parents ability to handle hearing information from you and your maturity to handle what may happen in the endnbsp br  One thing I would like to noteyour parents may be in the same house but if your mother is cheating they have already gone their separate waysnbsp br 
Ive been with him for a couple months We will talk everyday and he will get mad over something I will say and not talk to me We have our great moments but I just need to focus on my personal situations and I feel he is slowing me down with that I still wanna be with him but not now, I have learned that the best approach is to say that you need the time to get yourself together mature learn outside of a intimate relationship but just in a friend to friend relationshipdont blame him or point fingers at him most likely if you did that it would not go wellnbsp If you make it about you and that you want the best for him while you work on self it would be taken betternbsp br 
I just need to know if Im really crazy or not, Do an internet research on psychosis symptoms and see if you have several of the symptomsnbsp If you do seek a medical evaluation from your primary care physiciannbsp There are great medications and psychotherapy that can help you live your life to the fullestnbsp There a many people who are diagnosed with psychosis and living a productive lifenbsp br 
My dad passed away when I was a teenager I never got any help and five years later I feel like I cant handle it anymore, Its never to late to get help with griefnbsp Get help as soon as possible before you are feeling the same way 5 years from nownbsp You will always miss your Dad but getting help with coping with his loss will make life easier to live nbspnbsp br 
I get angry and act out It scares my wife and child, Yes you cannbsp If you cannot control your temper who cannbsp You have more power of your emotions thoughts and feeling than you are giving yourself credit fornbsp If this is scaring your wife and child you need to get control of it immediatelynbsp Try going to an anger management classnbsp It will help to discover what is the root cause of your anger what triggers it and how you can controlmanage itnbsp If you cant go to a class try self help books or even better yet counseling and support of a professional counselorbr 
Were not together but Im still doing things for him and we are intimate Hes not there for his son, You didnt ask a direct question because I feel from what you wrote you already know the answernbsp I hate to sound harsh but I am a therapist that call it how I see it so brace yourself  You will always continue to have problems with letting your childs father go as long as you  Dont love or respect yourself firstDont love and respect your sonDont demand respect as a woman and motherGive up the goods regardless of what he does for you or your sonDont hold your son as a priority in your lifeHave self worth of a 1 etcbr  I have a feeling you are sayingI do love my son and hold him as a priority even if you dont do it for yourself  I would askAre your actions of allowing such disrespect from his father proof of that  I know what I have said may have gotten under your skinI want it to because I feel that you have a conscience want to do better know you and your son deserve better and you can do betternbsp Believe in yourself and that you and your son DO desire better and it starts with you setting boundaries with his fathernbsp You can donbsp itbr 
When Im around people I sometimes think someone has made a comment to me or asked me to do something I will be focusing on something else and then randomly think I hear something about me I never know if it was actually said, It sounds like you are having difficulty knowing if people are saying things to you or if you only thought someone was talking to you and this is anxiety producing Its understandable that it could be confusing andor a bit scary to be unsure if people are speaking to you or not Its hard to say exactly what is going on from just this description but if you can work with a competent therapist you may be able to get more insight into what is happening get clarity about your social interactions and develop some ways to deal with the anxietybr 
My husband told me last year he never loved me and should have never married me Hes been talking about divorce but he hasnt filed Now he has a girlfriend and he abandoned me and his kids He has no financial help and he has been out of the home for four months He became very angry and mean He says its all my fault and that were not compatible,Its hard to say that it is a midlife crisis stagenbsp could be but so much more seems to be going on or have been going on to say with confidence that it is not much morenbsp br
I work two jobs and go to school for criminal justice Over the summer my father had a stroke It was very devastating My father isnt the same and my family fights every day I have been kicked out the house many times I break down a lot, You undoubtedly are carrying a huge weight on your shoulders Stressors come in many forms and you are engulfed in a few of the major ones as it relates to dealing with the declining health of your father family conflict as well as trying to balance a work and school schedule Stress if left unchecked has many negative health related implications First and foremost I would recommend going to see a counselor at your collegeuniversity Most colleges have counseling centers for students that usually allow for 56 free counseling sessions your tuition actually pay for these sessions so take advantage of them Secondly I would advise you to take a minute and breathe When confronted with overwhelming life issues it is common to busy ourselves in an attempt to distract ourselves from the drama but sometimes that can compound our stress When dealing with stress it is important that you engage in self care In other words find time to engage in activities that bring you a sense of peace enjoyment and fulfillment in order that you may get a momentary release from your daily hectic life Even with a normal life there is no way to escape stress it is inevitable and a part of life but how you deal with stress as well as how you take care of yourself in the midst of these whirlwind events will determine your quality of life I hope this helpsbr 
I am a female and I am afraid of having sex I am afraid of disappointing my partner by being inexperienced I think he thinks Im not a virgin I am also scared that he will be disappointed with my naked body I dont want my partner to think differently of me because I am afraid of having sex, As hard as it may be to do this since all the media and marketing of how an ideal person looks and performs sexually surrounds us keep in mind that the images presented in order to sell movies and almost any product is meant to trigger fantasies  No one is a fantasy we are all real and unique nbspWe can be influenced to believe that being a fantasy is better than being who each of us is genuinely  Your partner may be much more accepting of your body and your level of sexual experience than you are of yourselfbr  Sex within a relationship means the two people want to have with the other one not because they have ideal bodies and expertise but because the person wants to make love to the one whom they love  When you are in a loving relationship part of this includes talking about sensitivities and insecurities nbspHaving a conversation gives the chance to know that you are accepted for who you are not how closely you resemble a made up idea meant to persuade people to buy items 
I get so much anxiety and I dont know why I feel like I cant do anything by myself because Im scared of the outcomes, Anxiety is simply your system communicating to you that you are in danger The issue that I see in most of my clients is that they try to reason with this anxiety You do not reason with sensory states in the body If your system tells your in danger your stomache feels like it is knots your heart is beating out of your chest validate by just being present with it Take your breath to it Breath in and out of that space Say ok I am in danger I always tell my clients a crying baby wants to be held not told to shut up Listen to your system validate it like you do a child and see what happensnbsp 
I dont know what to say I have never really known who I am,Three years ago I attended a week long meditation retreat By the fifth day I noticed I was light headed and felt very strange I began to realize within my own being an experience of no separation I would see others at the retreat and smile I loved them all I could feel the connection with this awareness I had read about but never truly understood until that moment I remember understanding all the teachings I had learned throughout my life about a god who existed outside of me I realized I had all these answeres within my own being and so did everyone else I began to see everyone as not just capable but powerful loving beings Since this experience it has been my desire for everyone to become conscious within whatever experience they wish I do this in many waysnbspdivbrdivdivAt our studio we combine Mental Health with yoga and meditation as well as nutrition counseling to help people come to their optimal selves To truly come into a state of finding yourself is to start to know and own who you are from a state of solid being In this there is nothing new under the sun and it is very simple I would love to teach you and anyone interested in coming into a state of awake conciousness nbspThe more awake we are the more joyful we are I live in this state of being and demonstrate it in my daily lifenbspdiv
I am married but I had sex with my friend I feel guilty but I feel not guilty too Do I need to feel guilty Its my body and I have full rights to do what I like, I dont think theres anything that youre supposed to feel Some people feel tremendously guilty when they cheat and others not at all It could be that your partner doesnt know about the cheating and you havent had to face hisher emotions and reactions When something we do is hiddena secretits easier to avoid feeling guilty I wonder if youre avoiding your own emotions But lets put that question aside for now There are better questions  What do you want Do you want your marriage If not this may be why you dont feel guiltynbsp  Do you want to be able to sleep with your friend Its unlikely that both are possible keeping the marriage and the affair Yes you get to do whatever you want with your bodyandthere may be consequences Affairs almost always get discoverednbsp  Who do you want to be What kind of partner do you want to be What might your partner feel if they knew How might you feel then Would you care Has something happened thats affected how much you care about your partner  I suggest that these other questions might be a place to start Exploring it with a therapist is something to consider maybe I wish you the best as you sort it out   br  br 
Ive been with him for a couple months We will talk everyday and he will get mad over something I will say and not talk to me We have our great moments but I just need to focus on my personal situations and I feel he is slowing me down with that I still wanna be with him but not now, It sounds like youre pulling away instead of being honest If you really want to be with him why not now If you dont have time for a relationship why are you dating at all  I dont understand the whole phasing out thing that people do these days or ghosting where you just stop talking and disappear I get the sense that this relationship isnt working for you but for some reason youre stopping yourself from being honest with yourself and him and just ending it In the early stage of a relationship the first year if it doesnt feel fabulous its a good idea to move on Its not personal You dont owe this person anything They deserve someone whos totally into them and so do you and youre doing him no favors by hanging on to something thats not amazing or giving him hope that it might work better in the future sometime You dont have to slowly bow out It actually creates more hurt than gentle honesty Maybe people dont know how to say it  Ive decided not to continue with this I wish you the bestnbsp  Life is too short 
I am a female and I am afraid of having sex I am afraid of disappointing my partner by being inexperienced I think he thinks Im not a virgin I am also scared that he will be disappointed with my naked body I dont want my partner to think differently of me because I am afraid of having sex, These fears are completely normal Almost everyone has the same fears you do to some degree especially if they lack experience Men also feel far more of these fears than you realize That can helpto remember that were all a little scared and looking for safety and approval  You mention a partner but Im not sure if you currently have one Having a partner you can trust with your fears and who you feel safe with is so important When youre really confident someone cares deeply for you this can help the fears to go away or diminishnbsp  How well do you know your own body Getting to know how you like to be touched and how different touches feelgetting acquainted with your body yourself firstthis can help build sexual confidencenbsp  In general our partners care less about our fat and wrinkles than they care about how we make them feel in bed Being a generous lover who is confident enough to put fear asideironically this is what makes you good in bed But be patient with yourself Your confidence will grow with experience and that doesnt have to happen until you are ready Theres not rush  
I get angry and act out It scares my wife and child, Anger is a normal emotion no different than joy elation or sadness Its not anger that gets us in trouble its the overtness of the emotion or how we allow it to manifest that gets us in trouble Being able to control your temper depends on several variables how you saw anger acted out as a child in terms of your primary caregivers and what you internalized as being normal in terms of managing conflict and your communication style regarding how you confront problematic situations There are some whose anger takes on a volcano effect whereby they dont readily address problematic situations but rather they continue to stuff their emotion until the right trigger causes them them to explode and then there are those who are very impulsive in terms of how they react to stressful situations they dont take time to think out situations or to make sense of them they just impulsively respond I would encourage you to seek anger management from a therapist who utilizes a Cognitive Behavioral approach in order that you may explore how your irrational thinking related to certain situations may be influencing your problematic behavior In addition I would encourage you to engage in activities that promote stress reduction if your blowups are indeed related to being overly stressed The first step is recognizing that you have a problem that you need help in understanding and addressing which you have now take the next step in finding a therapist in order that you may learn to control your temper and undo some faulty wiring that may be related to how you process emotion and communicate that youre angry Remember anger is the overt expression of some other emotion ie disappointment hurt frustration etc Hope this helps 
He isnt violent but he has anger issues and deep insecurities Hes working on them and has improved We started counseling and he participated in one or two individual sessions but we broke up again shortly thereafter Now his constant questions and accusations are getting really draining, Hello and thank you for your question I worked for a number of years with people who have been both abused in their relationships and those who have been abusive Being involved in a relationship with a partnernbspwho does the behaviorsnbspyou describe can be incredibly difficult and many would argue is even harder thannbspovercoming actual physical violence   I was a little confused about whether youre are still broken up with this person or if you are still thinking about it I am going to assume you are still undecided   br  Some of the things you are describing sound like emotional abuse Even without physical abuse being emotionally abused can still be traumatizing When partners question and accuse they are often trying to exercise power and control over their partners by hurting them with unfounded accusationsnbsp The accusations serve to make someone feel guiltynbspand to manipulate them For example if your partner accuses you of cheating when you go out bowling with friends you may elect not to go bowling just to satisfy your partner and prevent a fight from occurring   The person being accused or questioned often triesnbspto prove over and over again that they have done nothing wrong but it doesnt matter   And that brings me to the point of what some peoplenbspwho experience these behaviorsnbspdo in order to start feeling like they have some power againnbspHere are just a few things  br  1 They realize there is no right answer Trying to be logical with someone who doesnt want to be logical doesnt work Many people simply stop trying to defend themselves against false accusations because there was no answer that would satisfy their partner anywaynbspIn addition the rules of the relationship seem to change on a daily basis and what may be okay with your partner one day may make them angry the next And this can leave people constantly feeling like they are on eggshellsnbspnbsp  br  2nbspThe find support Finding a support group or a group of people who remind you on a daily basis that you are a decent person is always a good idea One of the things that can happen when we are with someone who does emotionally abusive thingsnbspis begin to have a negativenbspconcept of ourselves Surrounding yourself with people who remind you that you are a good personnbspis a great idea   br  3nbspThey reinvest in themselves Try to find some time for yourself This couldnt possibly sound more clich but it is actually true Whether that is taking up a new hobby or doing an old one One thing that can happen when emotional abusenbsptakes place in a relationshipnbspis the personnbspbeing abused can begin to isolate and not do the things that make them enjoy life Taking some time for the self can sometimes bring things into perspective  I dont know if you are still in counseling but if you are and you are getting what you need then that is great If not there are others you can try Its important to find the right fit   br  As for the question of whether or not you should leave your partner that is a question that can only be answered by you But you could ask yourself some questionsnbsp like these to help you decide  br  1 What are some of my values about relationships DonbspInbspwant Trust Honesty Ask yourself if you have these things in your relationship  2 Do I feel like this relationship brings out the best in me or does it seem to bring me down  3 If I want to stay in this relationship what are some specific things that need to change   br  Hope some of these suggestions help   br  Good luck to you Be well  br  Robin Landwehr DBH LPC NCC   br  br  br  br  br  br  br 
I think I have depression anxiety bipolar disorder and I have anger issues I told my mom over and over again She told me she would get me a therapist but she never did I just found out that my mom cant afford a therapist for me, It can be difficult to get counseling if you dont feel supported by family membersnbsp There might be a few optionsnbsp If you are in school Id recommend talking to a school counselor or school nursenbsp They often will be able to help you access freenbspor affordablenbspcounseling resources in your communitynbsp   In addition depending on where you live its also often possible to call 211 for referrals to free or low cost counseling services in your area  Id encourage you not to give up You are on the right tracknbsp br 
I have a relative who is in his twenties  He was in a drug rehabilitation program and got kicked out for using drugs again No one informed family that he was using drugs again  He subsequently overdosed and was found dead  Is their accountability of counselors therapists or the halfway house for not reporting that he had relapsed Is there a legal case for failing to report, Im so sorry to hear of your lossnbsp This sounds like a really difficult situation for the whole familynbsp   Since the answer to this question will depend a lot on the applicable state laws I would suggest talking with a local attorneynbsp That being said I see two competing issues herenbsp On the one side is the duty of confidentiality the counselors owednbspto your relativenbsp On the other side is the duty the counselors had to act reasonably to protect your relative from harmnbsp Generally there is not a requiremt for substance abuse treatment centers to notify family members if an adult client relapses  A local attorney will be able to provide more specific guidance on the legal obligtions and liabilities in this situation  br 
My friend is abusing her prescription medicine Even though she told me she didnt have any more pills I found she has prescriptions for anxiety medications, Hello Thank you for your question I have a worked with many people who have become addicted to benzodiazepines like Clonazepam It is a difficult road for people who are trying to become clean It is also a very difficult road for those who love the person and are trying to be supportive During those times it is important to remember to take care of yourself too   br  As for taking your friends pills my concern would be the legal ramifications that you could face should you ever be caught with someone elses prescription medication and especially these types of medications Our laws have become much more strict surrounding prescription drug sales and possession due to the increase in prescription drug abuse In addition people who are in active addiction are likely to find some other means to get their drug so it would do little to help the overall problem   br  I dont know about your friends family situation but they may be a better route to take if you are concerned about your friend They may already be involved but with your helpnbspyounbspmaynbspbe able to convince your friend to go to treatment willingly That is usually better   br  In many states there are also involuntary committal processes where a persons family may be able to convince a court to force the person into treatment This varies from state to state If your friends family is not aware of this option it may be something to look into It usually does take a relative or a medical provider to begin this process if it is available   br  I hope this was helpful and I wish you and your friend well   br  Robin J Landwehr DBH LPC NCC   br 
Im concerned about my boyfriend I suffer from anxiety but I always have this feeling he wants to hurt me because he told me he was interested in BDSM intercourse We havent tried it but Ive had this feeling he always wants to,      p stylemargin 0in 0in 8ptfont faceCalibri size3Hello Thank you for your question There are few things  that people find more personal than their sexual relationships When we feel  connected to our partner sex can be best thing since sliced bread However if  we feel disconnected in some way sex can feel degrading and even painful font       p stylemargin 0in 0in 8ptfont faceCalibri size3I dont know the specifics about your relationship or how  comfortable you are in talking to your boyfriend but this is one of those  situations where communicating your fears is a good idea The only exception to  that would be if you believe he is actually a threat to you in some way If you  believe that then you should do whatever you think is safe It sounds like  there is a part of you that is already afraid of him and if that is the case  then remaining safe is your top priority font       p stylemargin 0in 0in 8ptfont faceCalibri size3Assuming you are able to share with him your feelings  telling him what you are and are not interested in sexually is very appropriate  and sexually healthy Sex is something that is supposed to be enjoyable for  all parties All parties should feel respected and able to say no to  absolutely anything they are not comfortable with font       p stylemargin 0in 0in 8ptfont faceCalibri size3I call the respectful agreement between sexual partners sex  trust Sex Trust means your partner respects your boundaries It means they  wont degrade you sexually with hurtful words forced sex or forcing or  coercing sex in ways someone is not interested in having nbspYour personal safety and mental wellbeing is  what is most important font       p stylemargin 0in 0in 8ptfont faceCalibri size3Now if there is a part of you that is curious about BDSM  and may be interested in participating in it there are many websites that you  can explore to learn information I will warn you some websites and articles  are better or worse than others but you may at least feel more informed font       p stylemargin 0in 0in 8ptfont faceCalibri size3Many people engage in BDSM and have happy relationships but  again it completely depends on what each person in the relationship wants It is  also important to know that BDSM is notnbspjust one thing and people practice it  differently based on comfort If it is something you are uncomfortable with  then you shouldnt feel obligated to do itfont       p stylemargin 0in 0in 8ptfont faceCalibri size3nbspfont       p stylemargin 0in 0in 8ptfont faceCalibri size3I hope this was helpful Be wellfont       p stylemargin 0in 0in 8ptfont faceCalibri size3nbspfont       p stylemargin 0in 0in 8ptfont faceCalibri size3Robin J Landwehr DBH LPC NCCfont      bbiiuusubsubsupsupstrikestrikebr 
He isnt violent but he has anger issues and deep insecurities Hes working on them and has improved We started counseling and he participated in one or two individual sessions but we broke up again shortly thereafter Now his constant questions and accusations are getting really draining, Sometimes relationships just do not worknbsp Dont feel that the first second or even third relationship is the relationship you are suppose to be in for lifenbspnbsp The one that is meant for you will require work but should be be draining and a constant roller coaster of breaking upnbsp br  It is good you all went to counseling but one or two sessions may not be enough to make and see a change in behaviornbsp It takes times and it takes both working toward the same goalnbsp br  I would suggest doing youmeaning focusing on your own growth at the timenbsp If he wants to grow with you he will make the necessary stepsnbsp If he doesntwish him wellbr 
I have had a crush on this guy for years I last talked to him a few years ago when we graduated from high school We left off on a good note Should I message him and see how he is doing or is it too late, Its never to late to let a person know how you feelnbsp You never know where it will take younbsp You dont want to hold this regret of not letting your feelings known and wondering what if for the rest of your life nbsp That can be torturous nbsp br  Now prepare for whateverif his feelings are the same or if they are notnbsp If they are the samegreatnbsp If they are not feel good that at least you let a person know they hold a special place in your life and wish him love peace and happiness in his lifenbsp br 
I would like to be able to have more positive relationships in the present, Take one day at a timenbsp Each day do things that make you happy moves to a positive place focusing on the future give you a sense of fulfillment and accomplishmentnbsp Journal at the end of the day of how well you did that day in focusing on these thingsnbsp Each day should be a step better than the previous daynbsp You will have days that you didnt do as wellthat is human and OKnbsp Just get back on track the next day  At the end of the week review how well you did and give your self a gradenbsp If did well you deserve ice cream etcnbsp If not so good OKtell yourself next week got to focus one day at a timenbsp You can do itit takes practice but will get better each daynbsp I wish you happy days and happy futurebr 
I love him but he doesnt show me love He talks badly about me to his friends, So many questions comes to mind when I read your wordsDo you love yourselfnbsp What do you LOVE about himnbsp What are you getting from this relationship that is good for younbsp What are you lacking in yourself that you allow yourself to be treated this wayI can go on  br  If you can answer these questions maybe you will answer your own question of WHY are you with your husband or even better WHY you ALLOW your husband to be mean show no love disrespect younbsp You seem to lack selfworthseek a professional to help you with thisbr 
We dont have sex a lot I cheat when we argue I dont kiss or have unprotected sex with them Its a one time thing and I never see them twice,      p stylemargin 0in 0in 8ptfont faceCalibri size3Hello and thank you for your question The question about  whether or not to cheat is based on personal values that can only be answered  by you However here are a few things to consider and questions to ask  yourself to help you find your answerfont p stylemargin 0in 0in 8ptfont faceCalibri size3brfont       p stylemargin 0in 0in 0pt 05in textindent 025inspan stylemsobidifontfamilyCalibrimsobidithemefontminorlatinspan stylemsolistIgnorefont faceCalibri size31fontspan stylefont70pt Times New Romannbspnbspnbspnbsp  spanspanspanfont faceCalibri size3Do you feel like you are violating your own  values or morals This is important because we all have different values and  morals surrounding sex love and monogamy If you value monogamous  relationships and find yourself cheating on your partner then you may feel  like you are living in contradiction to your values and most people are not  happy when they do that However if monogamy is not something you value then  perhaps it is time to reevaluate the relationship and determine if it is still  right for you Not all people want monogamous relationships and that  is alright Finallynbspif you value your husbands feelings and know that the  affairs would hurt him then your behaviors may again be in contrast to your  own values That can only be determined by you font       p stylemargin 0in 0in 0pt 05inbr p stylemargin 0in 0in 0pt 05in textindent 025inspan stylemsobidifontfamilyCalibrimsobidithemefontminorlatinspan stylemsolistIgnorefont faceCalibri size32fontspan stylefont70pt Times New Romannbspnbspnbspnbspnbspnbspspanspanspanfont faceCalibri size3Based on how you describe your relationship it  sounds like you are not very satisfied with the way it isnbsp From the outside it looks like the affairs  are a way to get even with your husband or to feel better after an argument This  is something that can happen when mutual respect starts to fade in a  relationship and gets replaced with contempt We can simply stop caring about  how our actions hurt each other or potentially hurt each other Perhaps the  question to ask here is when you look out toward the future with your husband  is this the pattern that you want to keep The pattern of very little sex  argument and then satisfying the pain or dissatisfaction with affairs font       p stylemargin 0in 0in 0pt 05infont faceCalibri size3nbspfont p stylemargin 0in 0in 0pt 05in textindent 025inspan stylemsobidifontfamilyCalibrimsobidithemefontminorlatinspan stylemsolistIgnorefont faceCalibri size33fontspan stylefont70pt Times New Romannbspnbspnbspnbspnbspnbspspanspanspanfont faceCalibri size3What are your goals for this relationship If we  start to become disconnected in a relationship we can begin to do things on  autopilot Get up get the kids up go to work come home and go to bed None  of which requires any intimacy at all Are you still able to see the hopes and  dreams you once had for this relationshipfont       p stylemargin 0in 0in 0pt 05infont faceCalibri size3nbspfont p stylemargin 0in 0in 8pt 05in textindent 025inspan stylemsobidifontfamilyCalibrimsobidithemefontminorlatinspan stylemsolistIgnorefont faceCalibri size34fontspan stylefont70pt Times New Romannbspnbspnbspnbspnbsp  spanspanspanfont faceCalibri size3Have you considered seeking marital counseling Not  having affairs wont actually fix the part of the relationship that is leading  you to have them If there is something broken it sometimes requires some help  to get it fixed font       p stylemargin 0in 0in 8ptfont faceCalibri size3nbspfontfont faceCalibri size3Hopefully these questions and thoughts will help you come to  some kind of conclusion about what is right for you and your relationship I certainly  wish you well font       p stylemargin 0in 0in 8ptfont faceCalibri size3nbspfontfont faceCalibri size3Robin J Landwehr DBH LPC NCC font      bbiiuusubsubsupsupstrikestrikebr 
